timestamp	es_close	es_open	es_high	es_low	volume
7/1/2020 0:00	3081.169643	3081.116071	3081.660714	3080.625	147.8571429
7/1/2020 0:15	3081.633333	3081.533333	3082	3081.158333	72.13333333
7/1/2020 0:30	3084.941667	3084.741667	3085.308333	3084.391667	85.73333333
7/1/2020 0:45	3084.75	3084.85	3085.191667	3084.366667	69.4
7/1/2020 1:00	3085.016667	3084.991667	3085.541667	3084.425	96.13333333
7/1/2020 1:15	3083.166667	3083.3	3083.908333	3082.625	102.5333333
7/1/2020 1:30	3084.008333	3083.808333	3084.433333	3083.458333	69.06666667
7/1/2020 1:45	3084.791667	3084.825	3085.433333	3084.258333	86.26666667
7/1/2020 2:00	3085.225	3085.333333	3085.808333	3084.866667	57.53333333
7/1/2020 2:15	3083.933333	3083.95	3084.241667	3083.666667	38.06666667
7/1/2020 2:30	3082.208333	3082.283333	3082.666667	3081.616667	77.13333333
7/1/2020 2:45	3081.966667	3081.975	3082.391667	3081.666667	37.46666667
7/1/2020 3:00	3083.2	3083.133333	3083.441667	3082.841667	33.8
7/1/2020 3:15	3083.866667	3083.825	3084.125	3083.566667	37.13333333
7/1/2020 3:30	3084.258333	3084.125	3084.558333	3083.85	46.6
7/1/2020 3:45	3085.191667	3085.216667	3085.558333	3084.891667	43.93333333
7/1/2020 4:00	3085.216667	3085.191667	3085.541667	3084.95	40.73333333
7/1/2020 4:15	3085.45	3085.516667	3085.816667	3085.358333	23.2
7/1/2020 4:30	3084.325	3084.341667	3084.566667	3083.975	35.93333333
7/1/2020 4:45	3082.616667	3082.766667	3083.041667	3082.375	41.93333333
7/1/2020 5:00	3081.45	3081.566667	3081.991667	3081.083333	66.26666667
7/1/2020 5:15	3077.158333	3077.341667	3077.9	3076.525	153.0666667
7/1/2020 5:30	3077.316667	3077.383333	3077.791667	3076.933333	55.13333333
7/1/2020 5:45	3075.466667	3075.441667	3076.041667	3074.8	90.6
7/1/2020 6:00	3074.758333	3074.75	3075.375	3074.133333	100.1333333
7/1/2020 6:15	3077.291667	3077.075	3077.691667	3076.758333	86.73333333
7/1/2020 6:30	3080.416667	3080.341667	3080.75	3079.933333	58.46666667
7/1/2020 6:45	3083.841667	3083.658333	3084.225	3083.375	61.86666667
7/1/2020 7:00	3082.675	3082.808333	3083.225	3082.366667	62.66666667
7/1/2020 7:15	3086.058333	3085.658333	3086.425	3085.275	111.8
7/1/2020 7:30	3088.375	3088.458333	3089.075	3087.875	104.7333333
7/1/2020 7:45	3087.25	3087.183333	3087.491667	3086.875	40
7/1/2020 8:00	3088.966667	3088.875	3089.458333	3088.458333	78.26666667
7/1/2020 8:15	3085.958333	3086.216667	3086.608333	3085.541667	77.8
7/1/2020 8:30	3085.475	3085.508333	3085.908333	3085.058333	50.6
7/1/2020 8:45	3085.575	3085.475	3085.875	3085.241667	38.2
7/1/2020 9:00	3088.725	3088.508333	3088.875	3088.375	39
7/1/2020 9:15	3090.483333	3090.266667	3090.7	3090.075	51.6
7/1/2020 9:30	3088.066667	3088.733333	3089.158333	3087.158333	256.5333333
7/1/2020 9:45	3080.891667	3081.083333	3081.991667	3080.2	258.0666667
7/1/2020 10:00	3082.883333	3082.583333	3083.475	3082.033333	207.5333333
7/1/2020 10:15	3083.55	3083.716667	3084.216667	3082.933333	140.8
7/1/2020 10:30	3079.308333	3079.666667	3080.333333	3078.366667	213.8
7/1/2020 10:45	3074.35	3074.583333	3075.258333	3073.508333	220.6
7/1/2020 11:00	3069.275	3069.466667	3070.191667	3068.566667	302.6666667
7/1/2020 11:15	3071.158333	3071.125	3071.8	3070.541667	185.9333333
7/1/2020 11:30	3065.708333	3066.016667	3066.708333	3064.925	308.6666667
7/1/2020 11:45	3067.883333	3067.65	3068.516667	3067.125	211.8
7/1/2020 12:00	3069.841667	3069.758333	3070.291667	3069.108333	165.2666667
7/1/2020 12:15	3073.625	3073.291667	3074.25	3072.666667	306.9333333
7/1/2020 12:30	3080.333333	3080.05	3080.925	3079.425	310.8666667
7/1/2020 12:45	3087.108333	3086.175	3087.908333	3085.816667	557.2666667
7/1/2020 13:00	3097.375	3097.225	3098.641667	3096.258333	718.8
7/1/2020 13:15	3093.525	3093.675	3094.258333	3093.125	312.7333333
7/1/2020 13:30	3102.9	3102.116667	3104.35	3100.708333	1879.4
7/1/2020 13:45	3099.275	3099.891667	3101.3	3097.975	1228.533333
7/1/2020 14:00	3104.816667	3104.291667	3106.091667	3102.691667	1343.533333
7/1/2020 14:15	3105.975	3105.925	3107.008333	3105.208333	666.0666667
7/1/2020 14:30	3106.875	3107.208333	3108.225	3106.041667	720.7333333
7/1/2020 14:45	3100.958333	3100.841667	3102.058333	3099.558333	709.9333333
7/1/2020 15:00	3102.691667	3102.791667	3103.758333	3101.458333	609.5333333
7/1/2020 15:15	3097.758333	3098.575	3099.441667	3096.458333	803.1333333
7/1/2020 15:30	3094.725	3094.191667	3095.325	3093.541667	587.2666667
7/1/2020 15:45	3101.508333	3101.358333	3101.966667	3100.825	367.4
7/1/2020 16:00	3102.291667	3102.075	3102.708333	3101.675	260.9333333
7/1/2020 16:15	3107.858333	3107.575	3108.125	3107.158333	352.2
7/1/2020 16:30	3110.691667	3110.525	3111.233333	3110.208333	396.4
7/1/2020 16:45	3106.541667	3106.891667	3108.091667	3105.425	828.0666667
7/1/2020 17:00	3104.175	3104.291667	3105.025	3103.541667	338.2666667
7/1/2020 17:15	3105.833333	3105.683333	3106.225	3105.091667	241.6666667
7/1/2020 17:30	3106.841667	3107.058333	3107.641667	3106.091667	274.1333333
7/1/2020 17:45	3104.808333	3104.641667	3105.491667	3104.058333	260.6
7/1/2020 18:00	3108.991667	3108.725	3109.891667	3107.891667	477.8666667
7/1/2020 18:15	3108.541667	3108.691667	3109.383333	3107.908333	258.6
7/1/2020 18:30	3106.008333	3106.341667	3107.116667	3105.341667	403.2666667
7/1/2020 18:45	3105.725	3105.408333	3106.191667	3104.958333	241.2
7/1/2020 19:00	3110.175	3109.991667	3110.875	3109.258333	355.1333333
7/1/2020 19:15	3112.475	3112.258333	3113.108333	3111.691667	361.8
7/1/2020 19:30	3114.341667	3114.325	3115.108333	3113.341667	502.7333333
7/1/2020 19:45	3110.308333	3110.95	3111.908333	3109.466667	1245.533333
7/1/2020 20:00	3103.475	3103.608333	3104.308333	3102.741667	525.6666667
7/1/2020 20:15	3103.475	3103.608333	3104.308333	3102.741667	525.6666667
7/1/2020 20:30	3104.1	3103.933333	3104.291667	3103.741667	55.8
7/1/2020 20:45	3101.991667	3102.241667	3102.366667	3101.841667	65.26666667
7/1/2020 22:00	3100.7	3100.708333	3101.241667	3099.975	101.0666667
7/1/2020 22:15	3102.641667	3102.508333	3103.225	3101.875	80.13333333
7/1/2020 22:30	3103.575	3103.458333	3103.941667	3103.208333	52
7/1/2020 22:45	3104.075	3104.041667	3104.45	3103.683333	39
7/1/2020 23:00	3105.208333	3105.225	3105.558333	3104.866667	49.33333333
7/1/2020 23:15	3103.416667	3103.65	3104.025	3103.175	62.26666667
7/1/2020 23:30	3103.216667	3102.975	3103.641667	3102.55	58.53333333
7/1/2020 23:45	3103.583333	3103.775	3104.141667	3103.208333	66.2
7/2/2020 0:00	3103.266667	3103.3	3104	3102.325	118.7333333
7/2/2020 0:15	3099.458333	3099.733333	3100.158333	3098.95	118.3333333
7/2/2020 0:30	3097.958333	3097.95	3098.375	3097.433333	83.93333333
7/2/2020 0:45	3098.491667	3098.425	3098.925	3097.991667	75.86666667
7/2/2020 1:00	3096.708333	3096.866667	3097.358333	3096.375	84.46666667
7/2/2020 1:15	3099.991667	3099.675	3100.475	3099.45	115.8
7/2/2020 1:30	3101.6	3101.491667	3102.066667	3100.841667	124.0666667
7/2/2020 1:45	3103.516667	3103.558333	3104.025	3103.116667	90.73333333
7/2/2020 2:00	3103.9	3103.725	3104.308333	3103.391667	62.73333333
7/2/2020 2:15	3105.908333	3105.691667	3106.225	3105.308333	79.06666667
7/2/2020 2:30	3106.783333	3106.908333	3107.25	3106.5	57.06666667
7/2/2020 2:45	3107.558333	3107.35	3107.85	3107.025	57.26666667
7/2/2020 3:00	3109.025	3109.066667	3109.391667	3108.8	50.06666667
7/2/2020 3:15	3109.625	3109.55	3109.891667	3109.208333	51.73333333
7/2/2020 3:30	3107.516667	3107.708333	3107.983333	3107.15	74
7/2/2020 3:45	3106.5	3106.525	3106.875	3106.125	45.8
7/2/2020 4:00	3106.875	3106.741667	3107.175	3106.408333	44.6
7/2/2020 4:15	3107.108333	3107.166667	3107.433333	3106.791667	27.6
7/2/2020 4:30	3108.6	3108.491667	3108.858333	3108.216667	40.4
7/2/2020 4:45	3107.825	3108.025	3108.308333	3107.475	55.8
7/2/2020 5:00	3106.316667	3106.358333	3106.8	3105.925	46.93333333
7/2/2020 5:15	3106.408333	3106.283333	3106.766667	3105.916667	66.26666667
7/2/2020 5:30	3105.508333	3105.583333	3105.9	3104.925	73.4
7/2/2020 5:45	3106.758333	3106.791667	3107.358333	3106.291667	63.06666667
7/2/2020 6:00	3110.091667	3109.625	3110.833333	3109.016667	183.2666667
7/2/2020 6:15	3112.475	3112.458333	3112.808333	3111.975	75.2
7/2/2020 6:30	3113.691667	3113.566667	3113.875	3113.266667	87.4
7/2/2020 6:45	3115.008333	3115.008333	3115.275	3114.675	100.2
7/2/2020 7:00	3114.583333	3114.558333	3115.291667	3113.708333	221.5333333
7/2/2020 7:15	3113.966667	3114.116667	3114.725	3113.225	165.2
7/2/2020 7:30	3114.208333	3114.075	3114.991667	3113.475	171.1333333
7/2/2020 7:45	3120.491667	3120.025	3121.091667	3119.566667	306
7/2/2020 8:00	3122.716667	3122.641667	3123.466667	3121.983333	163.6666667
7/2/2020 8:15	3125.866667	3125.658333	3126.541667	3125.141667	147.1333333
7/2/2020 8:30	3127.775	3127.558333	3128.558333	3127.208333	149.8666667
7/2/2020 8:45	3126.75	3127.133333	3127.541667	3126.291667	126
7/2/2020 9:00	3122.791667	3122.916667	3123.258333	3122.416667	110.7333333
7/2/2020 9:15	3124.483333	3124.4	3124.891667	3124.041667	77.06666667
7/2/2020 9:30	3121.183333	3121.408333	3121.708333	3120.791667	92.53333333
7/2/2020 9:45	3120.658333	3120.566667	3121.008333	3120.3	66
7/2/2020 10:00	3120.4	3120.458333	3120.916667	3120	83.13333333
7/2/2020 10:15	3119.525	3119.558333	3120.025	3119.108333	80.06666667
7/2/2020 10:30	3121.8	3121.616667	3122.141667	3121.125	115.4666667
7/2/2020 10:45	3124.133333	3124.041667	3124.608333	3123.708333	95.26666667
7/2/2020 11:00	3126	3125.808333	3126.358333	3125.533333	105.6666667
7/2/2020 11:15	3127.475	3127.558333	3127.991667	3127.141667	87.26666667
7/2/2020 11:30	3127.166667	3127.1	3127.483333	3126.891667	59.33333333
7/2/2020 11:45	3126.958333	3126.941667	3127.241667	3126.741667	60.86666667
